Position,EIN,Organization Name_CLEAN,Space Name,Street,Street 2,City,State,Zip,Contact Name,Contact Title,Contact Email,Parent Organization Website,County,Address,isMultiple,old_lat,old_lon,Check,LAT,LON
355,111111111,Burr Pilger Mayer,Space 1,600 California St,Ste 1300,San Francisco,CA,94108,,,,,San Francisco,"600 California St, San Francisco, CA, 94108",Single Space,37.7931092,-122.4048581,not,37.7931092,-122.4048581
356,454966291,Butler Media Diversity Research Institute,Space 1,4584 Benton St,,Antioch,CA,94531,,,,,Contra Costa,"4584 Benton St, Antioch, CA, 94531",Single Space,37.9841061,-121.7570285,not,37.9841061,-121.7570285
357,680364503,Ca Palm,Space 1,623 43Rd St,,Richmond,CA,94805,,,,,Contra Costa,"623 43Rd St, Richmond, CA, 94805",Single Space,37.9382268,-122.3281456,not,37.9382268,-122.3281456
358,946002123,Cal Performances/UC Berkeley,"Space 1, 2","Community Space) UC Berkeley, Wheeler Auditorium Community Space) 101 Zellerbach Hall",,Berkeley,CA,94720,Jill Schinberg,Rental Services Manager,events@calperformances.org,http://www.calperformances.org,Alameda,"Community Space) UC Berkeley, Wheeler Auditorium <br> Community Space) 101 Zellerbach Hall <br> Berkeley, CA, 94720",Multiple Spaces,37.87315931,-122.2549486,not,37.87315931,-122.2549486
359,941156258,California Academy Of Sciences,Space 1,55 Music Concourse Dr,,San Francisco,CA,94118,,,,,San Francisco,"55 Music Concourse Dr, San Francisco, CA, 94118",Single Space,37.769883,-122.4668633,not,37.769883,-122.4668633
360,510204434,California Bluegrass Asso,Space 1,3739 Balboa St,#5090,San Francisco,CA,94121,,,,,San Francisco,"3739 Balboa St, San Francisco, CA, 94121",Single Space,37.775389,-122.4990422,not,37.775389,-122.4990422
361,270405049,California Classical Association -- Northern Section,Space 1,757 39Th Ave,,San Francisco,CA,94121,,,,,San Francisco,"757 39Th Ave, San Francisco, CA, 94121",Single Space,37.774483,-122.4997014,not,37.774483,-122.4997014
362,941156485,California College Of The Arts,Space 1,1111 Eighth St,,San Francisco,CA,94107,,,,,San Francisco,"1111 Eighth St, San Francisco, CA, 94107",Single Space,37.76727091,-122.4003211,not,37.76727091,-122.4003211
363,942558774,California Conservatory Theatre,Spce 1,999 East 14th St,,San Leandro,CA,94577,Gary Wright,Executive Director,CCTofSL@yahoo.com,http://www.CCT-SL.org,Alameda,"999 East 14th St, San Leandro, CA, 94577",Single Space,37.7277557,-122.1585499,not,37.7277557,-122.1585499
364,943341653,California Consolidated Drum Band,Space 1,418 Flood Ave,,San Francisco,CA,94112,,,,,San Francisco,"418 Flood Ave, San Francisco, CA, 94112",Single Space,37.730128,-122.4493572,not,37.730128,-122.4493572
365,522153488,California Dragon Boat Association,Space 1,268 Bush St,#888,San Francisco,CA,94104,,,,,San Francisco,"268 Bush St, San Francisco, CA, 94104",Single Space,37.7911642,-122.401202,not,37.7911642,-122.401202
366,680077940,California High School Music Boosters,Space 1,9870 BRdmoor Dr,,San Ramon,CA,94583,,,,,Contra Costa,"9870 BRdmoor Dr, San Ramon, CA, 94583",Single Space,37.7483182,-121.9460264,not,37.7483182,-121.9460264
367,770480342,California Historical Artillery Society,Space 1,559 Hillrise Pl,,Walnut Creek,CA,94598,,,,,Contra Costa,"559 Hillrise Pl, Walnut Creek, CA, 94598",Single Space,37.919705,-121.9926832,not,37.919705,-121.9926832
368,940385620,California Historical Society,Space 1,678 Mission St.,,San Francisco,CA,94105,,,,www.californiahistoricalsociety.org,San Francisco,"678 Mission St. , San Francisco, CA, 94105",Single Space,37.78665853,-122.401579,not,37.78665853,-122.401579
369,942952469,California Humanities,Space 1,538 9th St.,,Oakland,CA,94607,,,,http://calhum.org/,Alameda,"538 9th St. , Oakland, CA, 94607",Single Space,37.80205351,-122.2762355,not,37.80205351,-122.2762355
370,942254303,California Institute Of Integral Studies,Space 1,1453 Mission St,,San Francisco,CA,94103,,,,,San Francisco,"1453 Mission St, San Francisco, CA, 94103",Single Space,37.7745832,-122.4161783,not,37.7745832,-122.4161783
371,431983168,California Jazz Conservatory,Space 1,2087 Addison St,,Berkeley,CA,94704,,,,www.jazzschool.com,Alameda,"2087 Addison St, Berkeley, CA, 94704",Single Space,37.8712722,-122.268704,not,37.8712722,-122.268704
372,942301744,California Lawyers for the Arts,Space 1,2 Marina Blvd.,"Floor 2, Fort Mason Center for the Arts and Culture",San Francisco,CA,94123,,,,www.calawyersforthearts.org,San Francisco,"2 Marina Blvd. , San Francisco, CA, 94123",Single Space,37.80708,-122.43136,not,37.80708,-122.43136
373,946093646,California Malacozoological Society,Space 1,181 Old County Rd,,Crockett,CA,94525,,,,,Contra Costa,"181 Old County Rd, Crockett, CA, 94525",Single Space,38.0497529,-122.2452102,not,38.0497529,-122.2452102
374,942310929,California Multicultural Arts Institute,Space 1,1925 Hudson St,,El Cerrito,CA,94530,,,,,Contra Costa,"1925 Hudson St, El Cerrito, CA, 94530",Single Space,37.9286155,-122.3104486,not,37.9286155,-122.3104486
375,942977264,California Poets In The Schools,Space 1,2131 19Th Ave,Ste 203,San Francisco,CA,94116,,,,,San Francisco,"2131 19Th Ave, San Francisco, CA, 94116",Single Space,37.74806544,-122.4761377,not,37.74806544,-122.4761377
376,942569465,California Preservation Foundation,Space 1,101 The Embarcadero,Ste 120,San Francisco,CA,94105,,,,,San Francisco,"101 The Embarcadero, San Francisco, CA, 94105",Single Space,37.79806409,-122.3964091,not,37.79806409,-122.3964091
377,943018188,California Revels,Space 1,2501 Harrison Street,,Oakland,CA,94612,,,,www.californiarevels.org,Alameda,"2501 Harrison Street , Oakland, CA, 94612",Single Space,37.81391,-122.26124,not,37.81391,-122.26124
378,30569776,California Sculptors Symposium,Space 1,3271 Dakota St,,Oakland,CA,94602,,,,,Alameda,"3271 Dakota St, Oakland, CA, 94602",Single Space,37.79421225,-122.203462,not,37.79421225,-122.203462
379,510169452,California Shakespeare Theater,Space 1,701 Heinz Ave,,Berkeley,CA,94710,Tirzah Tyler,,ttyler@calshakes.org,http://www.calshakes.org,Alameda,"701 Heinz Ave, Berkeley, CA, 94710",Single Space,37.853124,-122.2958532,not,37.853124,-122.2958532
380,472281211,California Society Of The Order Of The Founders Of North America,Space 1,5747 Amaranth Pl,,Concord,CA,94521,,,,,Contra Costa,"5747 Amaranth Pl, Concord, CA, 94521",Single Space,37.9374911,-121.9454421,not,37.9374911,-121.9454421
381,10791603,California State Fair Memorial Plaza Foundation,Space 1,225 Spring St,,Pleasanton,CA,94566,,,,,Alameda,"225 Spring St, Pleasanton, CA, 94566",Single Space,37.662841,-121.8736363,not,37.662841,-121.8736363
382,943024038,California Symphony,"Space 1, 2",Community Space 100 Pringle Ave. Community Space) 1601 Civic Dr,,Walnut Creek,CA,94596,,,,www.californiasymphony.org,Contra Costa,"Community Space 100 Pringle Ave. <br> Community Space) 1601 Civic Dr <br> Walnut Creek, CA, 94596",Multiple Spaces,37.9078361,-122.0674152,not,37.9078361,-122.0674152
383,680387268,California Symphony Endowment Fund,Space 1,100 Pringle Ave,Ste 540,Walnut Creek,CA,94596,,,,,Contra Costa,"100 Pringle Ave, Walnut Creek, CA, 94596",Single Space,37.9078361,-122.0674152,ok,37.90779329,-122.0673539
384,881317394,California Theater Consortium,Space 1,1434 Parker St,,Berkeley,CA,94702,,,,,Alameda,"1434 Parker St, Berkeley, CA, 94702",Single Space,37.8601066,-122.2812488,not,37.8601066,-122.2812488
385,260529284,California Youth Chinese Symphony,Space 1,4800 Patrick Henry,,Santa Clara,CA,95054,,,,,Santa Clara,"4800 Patrick Henry, Santa Clara, CA, 95054",Single Space,37.4002922,-121.9851435,not,37.4002922,-121.9851435
386,260532606,Californians for the Arts,Space 1,915 L St,C-422,Sacramento,CA,95814,,,,www.californiansforthearts.org,,"915 L St, Sacramento, CA, 95814",Single Space,38.5785475,-121.4950675,not,38.5785475,-121.4950675
387,475168519,Calle 24 Latino Cultural District,Space 1,3520 24Th St,,San Francisco,CA,94110,,,,,San Francisco,"3520 24Th St, San Francisco, CA, 94110",Single Space,37.75207706,-122.4218531,not,37.75207706,-122.4218531
388,843430705,Calliope East Bay Music & Arts,Space 1,1501 Washington Ave,,Albany,CA,94706,,,,,Alameda,"1501 Washington Ave, Albany, CA, 94706",Single Space,37.8930636,-122.2871255,not,37.8930636,-122.2871255
389,942951630,Calvin Simmons Center for the Performing Arts,Space 1,5951 Autumnwood Dr,Apt 4C,Walnut Creek,CA,94595,,,,,Contra Costa,"5951 Autumnwood Dr, Walnut Creek, CA, 94595",Single Space,37.8499132,-122.0549067,not,37.8499132,-122.0549067
390,843624282,Calvin Simmons Theatre,Space 1,1475 Powell St Ste 101,,Emeryville,CA,94608,,,,,Alameda,"1475 Powell St Ste 101, Emeryville, CA, 94608",Single Space,37.8389749,-122.2906516,not,37.8389749,-122.2906516
391,883526063,Cam Life Group Corporation,Space 1,960 Arlington Ave,,Emeryville,CA,94608,,,,,Alameda,"960 Arlington Ave, Emeryville, CA, 94608",Single Space,37.8422453,-122.2772121,not,37.8422453,-122.2772121
392,931167973,Cambridge Community Projects,Space 1,68 Mendosa Ave,,San Francisco,CA,94116,,,,,San Francisco,"68 Mendosa Ave, San Francisco, CA, 94116",Single Space,37.748607,-122.4658987,not,37.748607,-122.4658987
393,202380997,Caminos Flamencos,Space 1,26 7Th St,5th Floor,San Francisco,CA,94103,,,,,San Francisco,"26 7Th St, San Francisco, CA, 94103",Single Space,37.77977021,-122.4117095,not,37.77977021,-122.4117095
394,881622634,Camp Kiss,Space 1,449 Frederick St,,San Francisco,CA,94117,,,,,San Francisco,"449 Frederick St, San Francisco, CA, 94117",Single Space,37.7662913,-122.4513624,not,37.7662913,-122.4513624
395,941593216,Campo Santo,"Space 1, 2",Community Space) 2 Marina Blvd. Community Space) 1446 Market St,"Fort Mason Center for the Arts, Landmark Building D",San Francisco,CA,94123,,,,www.theintersection.org,San Francisco,"Community Space) 2 Marina Blvd. <br> Community Space) 1446 Market St <br> San Francisco, CA, 94123",Multiple Spaces,37.80524538,-122.432104,not,37.80524538,-122.432104
396,770099523,Campolindo Choral Music Education,Space 1,300 Moraga Rd,,Moraga,CA,94556,,,,,Contra Costa,"300 Moraga Rd, Moraga, CA, 94556",Single Space,37.8661886,-122.1269716,not,37.8661886,-122.1269716
397,942210551,Camron Stanford House Preservation,Space 1,1418 Lakeside Dr,,Oakland,CA,94612,,,,,Alameda,"1418 Lakeside Dr, Oakland, CA, 94612",Single Space,37.8019611,-122.2623106,not,37.8019611,-122.2623106
398,943181858,Canessa Gallery Artists Resource,Space 1,708 Montgomery St,,San Francisco,CA,94111,,,,,San Francisco,"708 Montgomery St, San Francisco, CA, 94111",Single Space,37.7958109,-122.4031572,not,37.7958109,-122.4031572
399,832455640,Cantabile Chamber Singers,Space 1,4450 Melody Dr,Apt 201,Concord,CA,94521,,,,,Contra Costa,"4450 Melody Dr, Concord, CA, 94521",Single Space,37.9617812,-121.9899584,not,37.9617812,-121.9899584
400,943151337,Cantare Con Vivo,Space 1,2619 Broadway,,Oakland,CA,94612,,,,cantareconvivo.org,Alameda,"2619 Broadway, Oakland, CA, 94612",Single Space,37.8153245,-122.2650045,not,37.8153245,-122.2650045
401,822131808,Cantata Collective,Space 1,6085 Contra Costa Rd,,Oakland,CA,94618,,,,,Alameda,"6085 Contra Costa Rd, Oakland, CA, 94618",Single Space,37.8456971,-122.2321787,not,37.8456971,-122.2321787
402,460649341,Canyon Cinema Foundation,Space 1,1777 Yosemite Ave,Ste 210,San Francisco,CA,94124,,,,,San Francisco,"1777 Yosemite Ave, San Francisco, CA, 94124",Single Space,37.7282495,-122.394972,not,37.7282495,-122.394972
403,942853995,Capoeira Arts Foundation,Space 1,1901 San Pablo Ave,,Berkeley,CA,94702,Animada,,animada.uca@gmail.com,https://www.ucaberkeley.com,Alameda,"1901 San Pablo Ave, Berkeley, CA, 94702",Single Space,37.8703064,-122.2921167,not,37.8703064,-122.2921167
404,,Capoeira Brasil - SF,Space 1,5517 California St,,San Francisco,CA,94121,Shoshanna Moody,,Capoeirabrasilsf@gmail.com,http://www.aranhacapoeira.com,San Francisco,"5517 California St, San Francisco, CA, 94121",Single Space,37.7841133,-122.4768021,not,37.7841133,-122.4768021
405,943139208,Capoeira Institute,Space 1,4137 Piedmont Ave,,Oakland,CA,94607,Donna Lee,,algodaomandinga@gmail.com,http://www.mandinga.org,Alameda,"4137 Piedmont Ave, Oakland, CA, 94607",Single Space,37.82684775,-122.2520139,not,37.82684775,-122.2520139
406,463709751,Cappella Sf,Space 1,77 Van Ness Ave Ste 101 Pmb 1111,,San Francisco,CA,94102,,,,,San Francisco,"77 Van Ness Ave Ste 101 Pmb 1111, San Francisco, CA, 94102",Single Space,37.7760973,-122.4196852,not,37.7760973,-122.4196852
407,372067782,Cares Corp,Space 1,48598 Carlsbad Rd,,Fremont,CA,94539,,,,,Alameda,"48598 Carlsbad Rd, Fremont, CA, 94539",Single Space,37.4690116,-121.9144703,not,37.4690116,-121.9144703
408,465475725,Caribbean Cultural Association Of California,Space 1,1815 170th Ave,,Hayward,CA,94541,,,,,Alameda,"1815 170th Ave, Hayward, CA, 94541",Single Space,37.6933293,-122.1036128,not,37.6933293,-122.1036128
409,472547362,Carnatic Chamber Concerts,Space 1,38431 Darnel Ct,,Fremont,CA,94536,,,,,Alameda,"38431 Darnel Ct, Fremont, CA, 94536",Single Space,37.5500431,-121.9975992,not,37.5500431,-121.9975992
410,942609353,Carnaval San Francisco,Space 1,2781 24Th St,,San Francisco,CA,94110,,,,,San Francisco,"2781 24Th St, San Francisco, CA, 94110",Single Space,37.7526532,-122.4077486,not,37.7526532,-122.4077486
411,942536492,Carquinez Model Railroad Society,Space 1,645 Loring Ave,2nd Floor,Crockett,CA,94525,,,,,Contra Costa,"645 Loring Ave, Crockett, CA, 94525",Single Space,38.0558247,-122.2160219,not,38.0558247,-122.2160219
412,454410849,Carquinez Toy Train Operating Museum,Space 1,645 Loring Ave,,Crockett,CA,94525,,,,,Contra Costa,"645 Loring Ave, Crockett, CA, 94525",Single Space,38.0558247,-122.2160219,ok,38.05585664,-122.2160007
413,843871348,Cast 447 Minna Llc,Space 1,447 Minna St,4th' Floor,San Francisco,CA,94103,,,,,San Francisco,"447 Minna St, San Francisco, CA, 94103",Single Space,37.7813236,-122.4068827,not,37.7813236,-122.4068827
414,871056518,Castlewood Re-Enactment,Space 1,1270 Elm St,,Livermore,CA,94551,,,,,Alameda,"1270 Elm St, Livermore, CA, 94551",Single Space,37.6869129,-121.7814757,not,37.6869129,-121.7814757
415,461296958,Castro Organ Devotees Association,Space 1,1876 Market St,Apt 103,San Francisco,CA,94102,,,,,San Francisco,"1876 Market St, San Francisco, CA, 94102",Single Space,37.7712138,-122.4247618,not,37.7712138,-122.4247618
416,883428716,Castro Theatre Conservancy,Space 1,1686 Union St,Ste 301,San Francisco,CA,94123,,,,,San Francisco,"1686 Union St, San Francisco, CA, 94123",Single Space,37.7983732,-122.4271003,not,37.7983732,-122.4271003
417,464153305,Castro Valley Orchestra Association,Space 1,20283 Santa Maria Ave,,Castro Valley,CA,94546,,,,,Alameda,"20283 Santa Maria Ave, Castro Valley, CA, 94546",Single Space,37.6974151,-122.0787066,not,37.6974151,-122.0787066
418,,Cat Call Choir,Space 1,2633 Telegraph Ave,#305,Oakland,CA,94612,,,,www.catcallchoir.com,Alameda,"2633 Telegraph Ave, Oakland, CA, 94612",Single Space,37.8157465,-122.2690516,not,37.8157465,-122.2690516
419,273401463,Cat Museum Of San Francisco,Space 1,774 Capp St,,San Francisco,CA,94110,,,,,San Francisco,"774 Capp St, San Francisco, CA, 94110",Single Space,37.7543269,-122.4178605,not,37.7543269,-122.4178605
420,472942570,Catapult Film Fund,Space 1,39 Mesa St,Ste 105,San Francisco,CA,94129,,,,,San Francisco,"39 Mesa St, San Francisco, CA, 94129",Single Space,37.7986208,-122.4573819,not,37.7986208,-122.4573819
421,271912845,CatchLight,Space 1,2120 University Ave,,Berkeley,CA,94704,,,,http://www.catchlight.io/,Alameda,"2120 University Ave, Berkeley, CA, 94704",Single Space,37.8719793,-122.2674889,not,37.8719793,-122.2674889
422,263654086,Catchy Name Theatre Company,Space 1,140 Majestic Ave,,San Francisco,CA,94546,,,,,San Francisco,"140 Majestic Ave, San Francisco, CA, 94546",Single Space,37.7164253,-122.452705,not,37.7164253,-122.452705
423,921551782,Catwalk For Charitable Causes,Space 1,5901 California St,,San Francisco,CA,94121,,,,,San Francisco,"5901 California St, San Francisco, CA, 94121",Single Space,37.7838759,-122.4809076,not,37.7838759,-122.4809076
424,680350642,Cazadero Performing Arts Camp,Space 1,5385 Cazadero Hwy,,Cazadero,CA,95421,,,,www.cazadero.org,,"5385 Cazadero Hwy, Cazadero, CA, 95421",Single Space,38.5231951,-123.087543,not,38.5231951,-123.087543
425,941156485,CCA Wattis Institute for Contemporary Arts,Space 1,145 Hooper Street,,San Francisco,CA,94107,,,,www.wattis.org,San Francisco,"145 Hooper Street, San Francisco, CA, 94107",Single Space,37.76827,-122.39904,not,37.76827,-122.39904
426,831635271,Celebration Ringers,Space 1,5310 Willow Lake Ct,,Discovery Bay,CA,94505,,,,,Contra Costa,"5310 Willow Lake Ct, Discovery Bay, CA, 94505",Single Space,37.9112933,-121.5970055,not,37.9112933,-121.5970055
427,202434734,Center For Architecture + Design,Space 1,130 Sutter St,#600,San Francisco,CA,94104,,,,,San Francisco,"130 Sutter St, San Francisco, CA, 94104",Single Space,37.7900009,-122.4028513,not,37.7900009,-122.4028513
428,461146759,Center For Arts And Technology,Space 1,2 W 7Th St,,Antioch,CA,94509,,,,,Contra Costa,"2 W 7Th St, Antioch, CA, 94509",Single Space,38.0135305,-121.8064984,not,38.0135305,-121.8064984
429,942801493,Center for Asian American Media,Space 1,145 Ninth St,,San Francisco,CA,94103,,,,www.asianamericanmedia.org,San Francisco,"145 Ninth St, San Francisco, CA, 94103",Single Space,37.77585785,-122.4138259,not,37.77585785,-122.4138259
430,943322708,Center For Creative Exploration,Space 1,300 Chenery St,,San Francisco,CA,94131,,,,,San Francisco,"300 Chenery St, San Francisco, CA, 94131",Single Space,37.7371518,-122.4279973,not,37.7371518,-122.4279973
431,946135777,Center For Enviromental Structure,Space 1,1918 Bonita Ave,,Berkeley,CA,94704,,,,,Alameda,"1918 Bonita Ave, Berkeley, CA, 94704",Single Space,37.872777,-122.2721825,not,37.872777,-122.2721825
432,943029346,Center For Historically Informed Performance,Space 1,843 Arlington Ave,,Berkeley,CA,94707,,,,,Alameda,"843 Arlington Ave, Berkeley, CA, 94707",Single Space,37.8935791,-122.2742117,not,37.8935791,-122.2742117
433,461228251,Center for New Music,"2 Spaces, 1 Building",55 Taylor St,,San Francisco,CA,94102,,,,,San Francisco,"2 Spaces, 1 Building <br> 55 Taylor St, San Francisco, CA, 94102",Multiple Spaces,37.7828326,-122.4108502,not,37.7828326,-122.4108502
434,,Center For Promotion Of Indian Sacred Culture,Space 1,1275 Pine Creek Way,Apt B,Concord,CA,94520,,,,,Contra Costa,"1275 Pine Creek Way, Concord, CA, 94520",Single Space,37.9629356,-122.0384231,not,37.9629356,-122.0384231
435,912153691,Center For Sex & Culture,Space 1,1349 Mission St,,San Francisco,CA,94103,,,,,San Francisco,"1349 Mission St, San Francisco, CA, 94103",Single Space,37.7755008,-122.4151967,not,37.7755008,-122.4151967
436,912037187,Center for the Art of Translation,Space 1,582 Market St,,San Francisco,CA,94104,,,,www.catranslation.org,San Francisco,"582 Market St, San Francisco, CA, 94104",Single Space,37.7895254,-122.4016103,not,37.7895254,-122.4016103
437,942311291,Center For The Collaborative Classroom,Space 1,1001 Marina Village Pkwy,Ste 110,Alameda,CA,94501,,,,,Alameda,"1001 Marina Village Pkwy, Alameda, CA, 94501",Single Space,37.78458289,-122.2725373,not,37.78458289,-122.2725373
438,204366310,Center For The Dance Theatre Co,Space 1,20391 Anita Ave,,Castro Valley,CA,94546,,,,,Alameda,"20391 Anita Ave, Castro Valley, CA, 94546",Single Space,37.6966445,-122.0835119,not,37.6966445,-122.0835119
439,,Center for Transformative Change,Space 1,2584 MLK Jr Way,,Berkeley,CA,94704,Melissa,Hospitality & Rental Steward,rentals@transformativechange.org,http://center.transformativechange.org,Alameda,"2584 MLK Jr Way, Berkeley, CA, 94704",Single Space,37.8617917,-122.272283,not,37.8617917,-122.272283
